,lead
189,6-3412
190,2-1890
191,4-9847
192,6-8482
193,3-7858
194,3-6645
195,6-2406
196,7-3227
197,1-4585
198,5-5301
199,4-1780
200,6-6704
201,1-3972
202,5-9245
203,3-8100
204,1-9001
205,8-7080
206,6-1308
207,8-0180
208,1-0601
209,6-9700
210,6-7330
211,5-6237
212,1-2038
213,6-6961
214,5-6869
215,7-5617
216,4-5534
217,2-3591
218,6-7370
219,1-4342
220,5-7316
221,5-7382
222,1-4805
223,6-9707
224,7-1889
225,8-0493
226,5-8422
227,2-3906
228,2-7868
229,7-6534
230,3-4453
231,8-8291
232,5-5551
233,4-6354
234,1-6265
235,1-2421
236,4-6858
237,8-4586
238,1-8599
239,4-4517
240,8-8708
241,5-1747
242,6-0240
243,3-6687
244,2-8783
245,7-6925
246,2-7514
247,8-9223
248,7-2438
249,7-8934
250,5-0998
251,8-0742
252,6-1187
253,4-3123
254,6-6036
255,3-1791
256,7-8402
257,6-6734
258,7-2831
259,8-6427
260,3-4910
261,7-9335
262,6-7559
263,1-4427
264,8-3233
265,5-6452
266,4-2653
267,6-1944
268,1-3427
269,2-6704
270,3-0892
271,2-1820
272,5-8012
273,1-8184
274,2-8382
275,5-5332
276,3-2768
277,8-3920
278,8-1000
279,5-3420
280,3-7462
281,4-0114
282,1-3112
283,3-7260
284,4-5714
285,1-4266
286,8-0859
287,6-0419
288,2-1946
289,1-1528
290,5-4237
291,3-5356
292,3-0078
293,4-3677
294,3-8097
295,5-5131
296,2-1031
297,1-1349
298,4-3073
299,2-4128
300,2-2191
301,7-9312
302,1-1434
303,8-5920
304,4-5076
305,1-2687
306,3-1838
307,7-0742
308,8-2922
309,3-8693
310,3-8208
311,6-6857
312,3-7085
313,7-1993
314,3-6225
315,2-7510
316,7-3309
317,5-6435
318,5-2731
319,8-0585
320,8-6983
321,5-3544
322,7-5384
323,8-8652
324,4-7901
325,3-3407
326,4-2596
327,3-9265
328,6-9678
329,5-3551
330,8-8485
331,8-5446
332,8-9802
333,1-4056
334,5-6491
335,4-6364
336,5-4709
337,5-5272
338,1-2794
339,4-8517
340,5-1596
341,3-8708
342,2-3302
343,3-6294
344,5-6478
345,8-7292
346,6-8537
347,2-3023
348,8-4060
349,7-7710
350,2-1514
351,5-3252
352,4-2396
353,6-0414
354,8-5330
355,3-5903
356,3-5369
357,2-0666
358,2-3227
359,2-6536
360,8-7549
361,4-4350
362,2-7450
363,4-6029
364,5-7058
365,4-9618
366,6-2926
367,4-8007
368,4-6389
369,1-9356
370,7-5185
371,4-4011
372,6-9728
373,6-4206
374,8-2033
375,1-9493
376,8-7076
377,4-0486
378,5-1493
379,6-6068
380,8-5770
381,3-6474
382,8-5169
383,8-2781
384,6-3314
385,2-0351
386,8-8199
387,1-2074
388,1-6989
389,5-0070
390,6-7557
391,2-0864
392,6-1072
393,6-9227
394,1-8721
395,1-9050
396,7-8012
397,8-8294
398,4-4308
399,8-8492
400,7-3955
401,5-1199
402,6-4316
403,7-9102
404,8-5556
405,4-1609
406,5-5236
407,3-7283
408,8-4721
409,3-2036
410,3-6498
411,5-4963
412,5-5630
413,1-6811
414,2-7414
415,6-3739
416,8-1891
417,6-3317
418,5-2028
419,2-3299
420,4-4088
421,3-5004
422,4-2365
423,6-4365
424,7-1397
425,8-1584
426,8-4361
427,4-9902
428,8-6200
429,8-0158
430,2-3852
431,5-8364
432,2-5625
433,5-0846
434,5-1101
435,5-0558
436,2-3579
437,2-6352
438,1-1253
439,1-5520
440,3-8704
441,2-4330
442,1-3071
443,1-8772
444,7-3467
445,4-8212
446,8-2267
447,5-8499
448,7-4450
449,3-9062
450,6-6565
451,5-0838
452,2-7260
453,3-5077
454,5-0539
455,2-3208
456,7-3578
457,5-7374
458,2-4531
459,2-6708
460,6-6239
461,4-3863
462,2-6981
463,5-5680
464,4-0268
465,2-0964
466,2-1813
467,8-8916
468,7-0418
469,2-1351
470,1-3431
471,5-1335
472,5-4999
473,1-6217
474,6-7464
475,3-0217
476,1-3887
477,5-3055
478,1-2979
479,8-5582
480,8-3611
481,5-0017
482,3-9903
483,3-3012
484,5-1578
485,1-5997
486,8-7675
487,8-9908
488,5-3416
489,1-9724
490,5-0647
491,8-6271
492,1-8459
493,6-3907
494,7-6540
495,2-6968
496,6-3597
497,7-6330
498,2-8287
499,3-6194
500,3-9200
501,2-4915
502,4-4953
503,5-1423
504,3-4619
505,1-9547
506,3-5480
507,3-9258
508,5-0848
509,8-9379
510,5-0839
511,8-5981
512,3-3311
513,6-7343
514,7-1177
515,6-7643
516,3-0422
517,3-5082
518,8-6842
519,6-6129
520,6-5524
521,7-8520
522,2-4761
523,6-2363
524,7-9477
525,6-6441
526,4-1020
527,3-8295
528,7-7865
529,7-7228
530,3-4894
531,5-4626
532,4-9137
533,7-8260
534,3-9870
535,6-8124
536,5-5014
537,7-4725
538,1-1749
539,3-1971
540,7-7532
541,3-2464
542,4-1502
543,3-9179
544,1-5070
545,7-3743
546,6-0831
547,2-0189
548,6-6808
549,8-9067
550,8-2040
551,4-7885
552,3-6342
553,5-4029
554,1-3439
555,7-3225
556,6-0411
557,7-8060
558,5-1527
559,4-3185
560,3-0032
561,2-5755
562,4-3703
563,4-8009
564,2-1219
565,2-1561
566,5-3111
567,3-8237
568,3-2978
569,6-7586
570,3-7478
571,1-9513
572,2-6432
573,6-5099
574,4-4345
575,8-7746
576,2-3119
577,8-4409
578,8-0403
579,8-5501
580,4-6979
581,4-6706
582,5-3818
583,5-6236
584,7-3557
585,1-0473
586,4-2786
587,5-5214
588,6-1550
589,8-4216
590,1-8378
591,7-9324
592,2-4216
593,4-7333
594,7-7199
595,2-8139
596,6-5892
597,6-2980
598,6-5091
599,5-0175
600,5-7841
601,3-8709
602,7-1440
603,7-6513
604,3-7704
605,6-8325
606,8-4122
607,6-8676
608,7-3926
609,6-4894
610,6-3544
611,2-9385
612,2-5450
613,1-2094
614,4-2296
615,8-8071
616,7-7343
617,7-5517
618,5-5238
619,3-1761
620,3-4965
621,1-4138
622,7-3063
623,7-7063
624,3-9940
625,2-0519
626,8-8653
627,6-5748
628,5-5446
629,8-2817
630,4-2195
631,2-2100
632,7-6563
633,5-5670
634,4-5542
635,5-5371
636,8-9895
637,8-9202
638,8-3296
639,8-1862
640,2-4226
641,2-5683
642,4-8652
643,8-9464
644,4-8731
645,2-0891
646,2-7471
647,4-6280
648,3-2886
649,3-1580
650,7-9011
651,7-9825
652,2-0134
653,2-5335
654,1-6709
655,3-2710
656,1-5497
657,6-0564
658,3-0650
659,8-5719
660,5-0428
661,8-9880
662,2-3809
663,2-4099
664,7-1024
665,4-7053
666,4-9990
667,7-2423
668,6-4997
669,5-5704
670,8-4334
671,1-0926
672,7-9665
673,1-6846
674,5-1040
675,5-0837
676,2-9056
677,7-1937
678,7-9818
679,8-6610
680,4-5999
681,7-7640
682,4-5115
683,3-3545
684,4-0922
685,8-2933
686,6-5738
687,8-4481
688,5-4883
689,7-3338
690,8-7749
691,8-7221
692,4-2155
693,7-9144
694,7-7825
695,1-5028
696,4-1472
697,5-4333
698,1-6982
699,4-9887
700,5-5694
701,3-5239
702,4-8822
703,5-2552
704,6-8657
705,2-1263
706,5-4435
707,1-8361
708,7-5475
709,8-9172
710,6-7734
711,2-7904
712,1-8799
713,2-1200
714,5-1705
715,3-8534
716,2-5791
717,3-5416
718,7-5638
719,7-3473
720,8-7415
721,6-1003
722,6-2278
723,3-4669
724,7-4045
725,3-2540
726,2-0522
727,3-9417
728,4-9135
729,2-1805
730,8-8223
731,8-6244
732,1-2632
733,5-4908
734,5-2943
735,2-0155
736,7-1659
737,8-8444
738,4-5935
739,6-3573
740,3-2566
741,5-2178
742,4-6725
743,3-1561
744,4-2946
745,4-6425
746,1-9234
747,8-5555
748,1-2864
749,7-7862
750,6-1334
751,6-4187
752,8-7120
753,1-0195
754,7-8911
755,7-7875
756,1-9855
757,3-8460
758,2-9000
759,7-7371
760,1-1211
761,3-7906
762,1-2231
763,2-7576
764,8-4981
765,7-0894
766,2-3020
767,5-5011
768,7-0604
769,3-9032
770,2-7251
771,7-4177
772,2-0208
773,5-7368
774,7-1508
775,1-7104
776,7-6245
777,4-3382
778,3-5988
779,3-0024
780,8-5251
781,8-5722
782,5-3060
783,7-2123
784,7-5540
785,6-4388
786,2-0559
787,5-8175
788,8-5996
789,5-3243
790,5-2088
791,1-9456
792,1-9496
793,7-2023
794,1-6937
795,4-8777
796,5-1512
797,3-1251
798,3-3400
799,4-2706
800,5-0161
801,3-1265
802,5-5522
803,8-0089
804,4-9978
805,3-3494
806,8-9121
807,1-3974
808,1-5926
809,2-3368
810,7-4245
811,6-6163
812,4-0583
813,5-1462
814,7-5224
815,8-7685
816,2-0220
817,7-3262
818,6-4032
819,5-5150
820,2-4759
821,6-2306
822,7-8626
823,6-3840
824,6-4374
825,5-4763
826,3-1975
827,5-4649
828,4-8756
829,1-4455
830,6-1207
831,1-8900
832,7-6061
833,1-2672
834,1-1970
835,7-2478
836,3-0209
837,8-4760
838,4-7915
839,7-4095
840,3-9652
841,8-0642
842,6-6352
843,5-8431
844,6-2025
845,4-8459
846,4-7750
847,2-5805
848,1-2097
849,2-8722
850,2-2849
851,2-8617
852,1-5792
853,3-1875
854,5-3905
855,5-2793
856,2-4073
857,7-6894
858,1-5024
859,6-5866
860,2-6058
861,8-9945
862,3-1963
863,2-0126
864,5-8582
865,2-1149
866,5-8311
867,1-3789
868,7-7666
869,3-3186
870,1-3233
871,2-5032
872,4-6503
873,3-8127
874,1-7413
875,8-2515
876,6-9011
877,1-3301
878,7-1326
879,3-2979
880,4-4756
881,4-6307
882,1-9076
883,2-3086
884,7-2842
885,1-7926
886,4-1060
887,6-9884
888,2-0822
889,4-3029
890,5-3260
891,7-6066
892,5-7193
893,4-6271
894,8-6187
895,5-2830
896,8-8439
897,7-0765
898,8-7027
899,2-3887
900,4-6838
901,6-3110
902,8-0676
903,2-4148
904,6-6469
905,6-7142
906,2-8682
907,7-6550
908,5-8008
909,2-7264
910,2-6126
911,7-1713
912,7-0536
913,1-2873
914,6-0505
915,5-3767
916,6-7439
917,3-0678
918,5-6363
919,8-0339
920,7-7473
921,7-4189
922,8-7820
923,7-3346
924,4-0637
925,8-9191
926,1-5656
927,6-2179
928,3-6267
929,5-5444
930,1-2153
931,6-8385
932,7-0552
933,4-2044
934,7-7740
935,4-5968
936,8-5448
937,2-1246
938,8-3252
939,7-2035
940,4-5529
941,7-5659
942,3-7205
943,5-1856
944,7-4904
945,1-2216
946,5-7540
947,4-1729
948,3-0853
949,7-0257
950,1-2608
951,2-9994
952,7-4847
953,2-9353
954,8-5979
955,7-4923
956,7-5927
957,1-1911
958,6-9248
959,7-1262
960,4-7404
961,5-9362
962,3-3248
963,4-7322
964,8-9011
965,5-6281
966,4-8656
967,4-5385
968,2-8157
969,7-6627
970,2-5302
971,7-7179
972,8-8491
973,5-4219
974,1-8285
975,1-5936
976,2-0423
977,6-3877
978,1-1593
979,1-4059
980,3-9874
981,8-3885
982,6-3998
983,2-0127
984,8-0103
985,2-2730
986,4-7972
987,3-7003
988,7-1594
989,5-9144
990,1-9226
991,6-1487
992,2-6927
993,7-4827
994,8-1782
995,8-2488
996,6-6175
997,4-8695
998,6-7179
999,4-4599
1000,5-2850
1001,8-0145
1002,1-6062
1003,5-8683
1004,6-7824
1005,7-2696
1006,3-7104
1007,8-9295
1008,8-8403
1009,1-5839
1010,7-6615
1011,3-6469
1012,4-0766
1013,4-3655
1014,4-5989
1015,3-7263
1016,6-2142
1017,5-2275
1018,2-6180
1019,1-4166
1020,8-7946
1021,1-7539
1022,1-5894
1023,8-9965
1024,5-5692
1025,1-4780
1026,3-9181
1027,7-5381
1028,1-0314
1029,6-3927
1030,4-5611
1031,5-0208
1032,7-7841
1033,8-9243
1034,4-9875
1035,7-9626
1036,2-7441
1037,6-0649
1038,6-0945
1039,3-1621
1040,7-0445
1041,1-1835
1042,5-0131
1043,7-9275
1044,8-1440
1045,4-4854
1046,8-3377
1047,2-3385
1048,1-6946
1049,6-1907
1050,7-8942
1051,4-5526
1052,5-6171
1053,6-7355
1054,5-1007
1055,6-2772
1056,4-4373
1057,5-3240
1058,7-9599
1059,6-8379
1060,1-8746
1061,7-5261
1062,5-7837
1063,4-9418
1064,4-4660
1065,1-0688
1066,4-1385
1067,3-2953
1068,2-5989
1069,7-4842
1070,4-4504
1071,1-0173
1072,6-7229
1073,7-6370
1074,1-4534
1075,2-9654
1076,2-8814
1077,7-3719
1078,5-8203
1079,6-3762
1080,2-5050
1081,8-0555
1082,4-4546
1083,5-3940
1084,6-9722
1085,2-5023
1086,8-3631
1087,4-6975
1088,6-8941
1089,7-3047
1090,8-0185
1091,1-8263
1092,5-5925
1093,1-6279
1094,2-0362
1095,6-8753
1096,5-8889
1097,4-5485
1098,1-1614
1099,7-9606
1100,6-1425
1101,5-2047
1102,3-3430
1103,1-0546
1104,1-6591
1105,7-9644
1106,8-6561
1107,8-2894
1108,7-3416
1109,5-6494
1110,4-8261
1111,8-9049
1112,5-1160
1113,1-1543
1114,6-8992
1115,7-2208
1116,6-1096
1117,4-2106
1118,8-2115
1119,4-2739
1120,6-3781
1121,7-4466
1122,3-7656
1123,4-0205
1124,6-0015
1125,1-0909
1126,7-6216
1127,6-5101
1128,4-8413
1129,1-6521
1130,7-1314
1131,2-7537
1132,7-7520
1133,2-8182
1134,6-1667
1135,6-8770
1136,6-6497
1137,4-6216
1138,5-4110
1139,1-0806
1140,8-1298
1141,8-8630
1142,8-7982
1143,4-0500
1144,4-4860
1145,4-3526
1146,4-6972
1147,3-8496
1148,1-8566
1149,8-2906
1150,4-2229
1151,1-5053
1152,5-5671
1153,5-2151
1154,2-2567
1155,8-0169
1156,2-8379
1157,4-9732
1158,6-8451
1159,2-0410
1160,5-5615
1161,2-9075
1162,8-0468
1163,8-0168
1164,2-3054
1165,1-2599
1166,6-3429
1167,4-5930
1168,6-1000
1169,8-1326
1170,2-6770
1171,4-8481
1172,5-8562
1173,7-2159
1174,3-6244
1175,3-0303
1176,8-8740
1177,4-3554
1178,7-1481
1179,8-3257
1180,4-9249
1181,3-7551
1182,7-0327
1183,1-9442
1184,2-0939
1185,3-5800
1186,7-5349
1187,5-1203
1188,4-7913
1189,8-1123
1190,4-6365
1191,7-0024
1192,8-4699
1193,1-8117
1194,1-1088
1195,1-1059
1196,7-0852
1197,5-3541
1198,4-3783
1199,8-3278
1200,8-7303
1201,7-7430
1202,1-5490
1203,7-5491
1204,4-4466
1205,8-1171
1206,8-9351
1207,7-1236
1208,8-8110
1209,2-0168
1210,2-9274
1211,3-5060
1212,2-4014
1213,2-0057
1214,5-4579
1215,7-8997
1216,6-8715
1217,1-8393
1218,8-8690
1219,5-1526
1220,4-6235
1221,3-5380
1222,6-4240
1223,3-2656
1224,1-9857
1225,3-9482
1226,2-5150
1227,5-4806
1228,8-7617
1229,1-4584
1230,3-5099
1231,7-9773
1232,4-9868
1233,8-7493
1234,5-9614
1235,2-5732
1236,2-8634
1237,8-3919
1238,3-0182
1239,5-1260
1240,3-1079
1241,2-2906
1242,8-1718
1243,8-2722
1244,1-8507
1245,3-0012
1246,2-3257
1247,4-6166
1248,4-0187
1249,8-2211
1250,4-7863
1251,5-2313
1252,2-0348
1253,5-8301
1254,3-5288
1255,6-8375
1256,6-4709
1257,4-7560
1258,8-9970
1259,7-6863
1260,6-8950
1261,2-2728
1262,4-0141
1263,7-0006
1264,5-3775
1265,4-5398
1266,5-5842
1267,8-0932
1268,5-8024
1269,1-8048
1270,7-7282
1271,8-2605
1272,4-1991
1273,7-8314
1274,2-5432
1275,8-1441
1276,6-0799
1277,6-3217
1278,4-5879
1279,4-6110
1280,6-1153
1281,3-2696
1282,8-1280
1283,6-2496
1284,5-6988
1285,5-2468
1286,7-8878
1287,7-6581
1288,4-5771
1289,1-9919
1290,2-9689
1291,4-3241
1292,7-6747
1293,1-1654
1294,3-2287
1295,3-4577
1296,1-2513
1297,2-8022
1298,5-7034
1299,8-9314
1300,7-9716
1301,1-9134
1302,2-7907
1303,8-1781
1304,6-9380
1305,5-7621
1306,3-5589
1307,7-3901
1308,4-8473
1309,7-0303
1310,7-4537
1311,7-8297
1312,3-5802
1313,4-2928
1314,1-0316
1315,3-2476
1316,8-1324
1317,1-0885
1318,2-2588
1319,6-1689
1320,1-9416
1321,2-8385
1322,3-8605
1323,4-6109
1324,6-5371
1325,4-9877
1326,1-1215
1327,2-6732
1328,2-1752
1329,6-1684
1330,4-4122
1331,3-7350
1332,8-7591
1333,1-9790
1334,8-6609
1335,3-1157
1336,7-3758
1337,2-1402
1338,4-7646
1339,4-6086
1340,4-8970
1341,1-8003
1342,8-8473
1343,2-0468
1344,2-9010
1345,8-1197
1346,4-8849
1347,1-1163
1348,4-5454
1349,1-0064
1350,1-8809
1351,2-9267
1352,4-4413
1353,2-0358
1354,4-9110
1355,7-1313
1356,8-2684
1357,7-6353
1358,8-5032
1359,6-8347
1360,3-2854
1361,1-9142
1362,2-8094
1363,1-7021
1364,7-9276
1365,3-2300
1366,8-3510
1367,3-4843
1368,7-2369
1369,5-0050
1370,5-1224
1371,7-6652
1372,2-8740
1373,1-1419
1374,8-9672
1375,1-3210
1376,4-9224
1377,8-0112
1378,5-1075
1379,7-2399
1380,5-7969
1381,5-9666
1382,4-3296
1383,8-4698
1384,5-5464
1385,2-2966
1386,8-3876
1387,2-9175
1388,5-6200
1389,4-2830
1390,4-5179
1391,6-8630
1392,2-2912
1393,5-1696
1394,6-2719
1395,7-5648
1396,5-0958
1397,8-5205
1398,1-6673
1399,1-6867
1400,8-0034
1401,4-6599
1402,2-8309
1403,2-5913
1404,1-6283
1405,3-9848
1406,8-3552
1407,8-0719
1408,3-9911
1409,3-3176
1410,6-0885
1411,7-0184
1412,2-7094
1413,1-9588
1414,4-3313
1415,5-3456
1416,3-4472
1417,2-2281
1418,6-0898
1419,6-4186
1420,3-8094
1421,4-3360
1422,4-3107
1423,6-9820
1424,5-8227
1425,6-2733
1426,4-8969
1427,2-7256
1428,1-1415
1429,6-0003
1430,2-7939
1431,2-6277
1432,8-1254
1433,3-4066
1434,5-6816
1435,7-4613
1436,3-4811
1437,7-1180
1438,3-4059
1439,1-9624
1440,8-3995
1441,4-3780
1442,5-5434
1443,2-1284
1444,3-7483
1445,1-4755
1446,4-2733
1447,3-8422
1448,6-9701
1449,1-7972
1450,2-4538
1451,5-6062
1452,3-7736
1453,1-8375
1454,7-3146
1455,7-7015
1456,6-3425
1457,8-2566
1458,2-1413
1459,3-6895
1460,4-0849
1461,6-9890
1462,2-3626
1463,4-8903
1464,8-9916
1465,5-8345
1466,3-1935
1467,4-3394
1468,2-1237
1469,2-0114
1470,8-0113
1471,6-2797
1472,2-5053
1473,8-5208
1474,8-0530
1475,2-9908
1476,4-4534
1477,1-6778
1478,2-0777
1479,5-3851
1480,2-9523
1481,7-9636
1482,7-0681
1483,5-2368
1484,6-7708
1485,6-7898
1486,2-4201
1487,2-8771
1488,7-7843
1489,8-7069
1490,2-8246
1491,7-5020
1492,4-0686
1493,1-5768
1494,8-9882
1495,4-0020
1496,3-5063
1497,6-3447
1498,6-5720
1499,6-5423
1500,4-0676
1501,7-4332
1502,6-5559
1503,3-8917
1504,4-1942
1505,6-1514
1506,4-3417
1507,3-1055
1508,5-3023
1509,4-5369
1510,6-3185
1511,6-5440
1512,2-9121
1513,2-8782
1514,1-6955
1515,1-8509
1516,6-0215
1517,8-7138
1518,7-1846
1519,3-3305
1520,6-5112
1521,3-6804
1522,4-1258
1523,5-3297
1524,6-0654
1525,6-4130
1526,5-4383
1527,7-8480
1528,2-4130
1529,8-7886
1530,8-6010
1531,3-6400
1532,6-1928
1533,7-6711
1534,1-2746
1535,2-7465
1536,4-2276
1537,8-6308
1538,7-7238
1539,6-0889
1540,1-5214
1541,6-5151
1542,1-9035
1543,1-8024
1544,4-4662
1545,2-2799
1546,2-7395
1547,5-2442
1548,5-7015
1549,1-0690
1550,4-9435
1551,3-8277
1552,6-6269
1553,1-8383
1554,3-8418
1555,6-3697
1556,7-4172
1557,1-2347
1558,4-2077
1559,4-4886
1560,6-8429
1561,2-9309
1562,8-8234
1563,1-5236
1564,5-6464
1565,6-7882
1566,5-3248
1567,3-8864
1568,2-9206
1569,3-2937
1570,5-4556
1571,5-6226
1572,1-2713
1573,8-7720
1574,1-7800
1575,4-4502
1576,5-5528
1577,1-9155
1578,5-8977
1579,5-2859
1580,7-1284
1581,7-9145
1582,8-9007
1583,4-8533
1584,6-3951
1585,1-2614
1586,3-3041
1587,6-2093
1588,7-9897
1589,2-0006
1590,1-6113
1591,8-1913
1592,5-2970
1593,5-0173
1594,5-1492
1595,6-6160
1596,2-9869
1597,6-0805
1598,3-9897
1599,1-6638
1600,3-7779
1601,2-3490
1602,1-3684
1603,8-0240
1604,1-4663
1605,2-0209
1606,5-3314
1607,6-9551
1608,8-7689
1609,7-6849
1610,6-9428
1611,3-1203
1612,1-7092
1613,3-5295
1614,3-1811
1615,7-0295
1616,6-3109
1617,8-9451
1618,8-5672
1619,2-2508
1620,1-4497
1621,6-8002
1622,4-9118
1623,1-0317
1624,1-1620
1625,5-0675
1626,4-8203
1627,3-8640
1628,2-0683
1629,8-5993
1630,8-9957
1631,2-5883
1632,7-7674
1633,2-1138
1634,3-6554
1635,6-7500
1636,6-9550
1637,6-4622
1638,5-4990
1639,5-5812
1640,2-5441
1641,7-0668
1642,1-0507
1643,3-5062
1644,7-5100
1645,6-8199
1646,8-6993
1647,8-2454
1648,8-7897
1649,3-9525
1650,5-0003
1651,6-5280
1652,8-3914
1653,3-1194
1654,2-7772
1655,8-3902
1656,3-2694
1657,5-9264
1658,5-9838
1659,2-0658
1660,3-8544
1661,8-2390
1662,7-3290
1663,6-0142
1664,3-1937
1665,6-4302
1666,1-5086
1667,4-9261
1668,5-7902
1669,7-7119
1670,8-6312
1671,3-4450
1672,4-4418
1673,1-6578
1674,2-2450
1675,5-1907
1676,2-6905
1677,6-1809
1678,6-3126
1679,7-6494
1680,4-4446
1681,6-8874
1682,4-1399
1683,7-5903
1684,6-5502
1685,7-9740
1686,8-5386
1687,5-4466
1688,5-3198
1689,5-4226
1690,2-9402
1691,4-0746
1692,7-4974
1693,7-5054
1694,8-2277
1695,8-7155
1696,5-3576
1697,4-7882
1698,7-5470
1699,7-3742
1700,4-9034
1701,2-4230
1702,4-8411
1703,6-8516
1704,5-9255
1705,3-3416
1706,5-8018
1707,1-2088
1708,7-4915
1709,7-0952
1710,5-0885
1711,4-0175
1712,1-2749
1713,1-5784
1714,3-0403
1715,3-7652
1716,2-3160
1717,7-8909
1718,5-0614
1719,2-8642
1720,8-8329
1721,3-0716
1722,6-8925
1723,6-1773
1724,3-7172
1725,5-1228
1726,2-0238
1727,2-1857
1728,6-3426
1729,7-2148
1730,2-2055
1731,8-0983
1732,4-9238
1733,5-5587
1734,3-8637
1735,7-9627
1736,2-9596
1737,8-8565
1738,1-7592
1739,2-4516
1740,3-3171
1741,3-1497
1742,1-4434
1743,2-5401
1744,8-6703
1745,4-4786
1746,2-6292
1747,5-1826
1748,8-8775
1749,5-1805
1750,4-9566
1751,8-5212
1752,3-8186
1753,3-6663
1754,1-0942
1755,8-7516
1756,7-8488
1757,2-9170
1758,1-0741
1759,5-3900
1760,6-3161
1761,3-2939
1762,2-6402
1763,5-6681
1764,7-6049
1765,2-5066
1766,4-6539
1767,4-3561
1768,8-1289
1769,4-8182
1770,6-9868
1771,1-3142
1772,6-4423
1773,2-5027
1774,4-0084
1775,3-0471
1776,2-5972
1777,2-4882
1778,4-4142
1779,1-6154
1780,4-4442
1781,7-9887
1782,3-5821
1783,8-8113
1784,6-7829
1785,8-0300
1786,4-5021
1787,6-2385
1788,1-1276
1789,1-9422
1790,1-7828
1791,2-9746
1792,4-2482
1793,6-5933
1794,4-5678
1795,2-6149
1796,8-7859
1797,1-7058
1798,1-7714
1799,1-8500
1800,3-6408
1801,4-4699
1802,7-2845
1803,3-8152
1804,2-6852
1805,5-1179
1806,1-2555
1807,2-5013
1808,7-2703
1809,7-4286
1810,4-6693
1811,4-0629
1812,7-9988
1813,3-7282
1814,5-5995
1815,2-4384
1816,1-4046
1817,4-2134
1818,6-8382
1819,6-0737
1820,8-5817
1821,1-6617
1822,3-6792
1823,3-0003
1824,8-3397
1825,1-0904
1826,4-2352
1827,4-0754
1828,1-7557
1829,8-4580
1830,7-7168
1831,4-1011
1832,5-3763
1833,6-0684
1834,1-3770
1835,8-5799
1836,7-1424
1837,5-2423
1838,2-4117
1839,2-0619
1840,2-6793
1841,2-1312
1842,7-2975
1843,5-0643
1844,6-1249
1845,4-4076
1846,1-2972
1847,4-7751
1848,5-7716
1849,4-9260
1850,3-6057
1851,2-3154
1852,6-1101
1853,5-7935
1854,5-6815
1855,4-0950
1856,3-4802
1857,6-6722
1858,1-3860
1859,6-1419
1860,1-8727
1861,7-5557
1862,4-3904
1863,5-2957
1864,5-3747
1865,5-8471
1866,7-4276
1867,8-8212
1868,8-8550
1869,3-9686
1870,1-5595
1871,6-6733
1872,5-2206
1873,8-2840
