,lead
418,6-2720
419,7-8209
420,5-9588
421,1-6060
422,7-9826
423,5-9212
424,4-7998
425,1-4998
426,8-6460
427,2-1177
428,4-6797
429,3-6642
430,7-8052
431,7-8420
432,7-1943
433,3-1322
434,7-8537
435,2-8170
436,6-6717
437,5-0752
438,6-4333
439,2-1393
440,3-9347
441,6-7403
442,5-7969
443,1-4277
444,2-9976
445,8-1448
446,6-2059
447,3-3629
448,3-5856
449,8-6582
450,5-1795
451,6-8295
452,6-7861
453,4-5354
454,1-3367
455,3-9045
456,7-6819
457,3-8905
458,7-5785
459,7-2178
460,2-9177
461,8-6280
462,3-5096
463,8-3489
464,7-7079
465,7-9648
466,7-2259
467,5-9324
468,3-1575
469,1-6272
470,8-8118
471,8-1083
472,2-9197
473,2-0012
474,5-2357
475,6-2589
476,7-4329
477,8-9486
478,1-5241
479,8-9702
480,7-1950
481,5-2897
482,7-9339
483,2-5845
484,4-9750
485,6-1363
486,7-8269
487,4-7264
488,1-6585
489,6-7075
490,5-7279
491,2-0003
492,1-3284
493,1-2110
494,7-2962
495,4-6875
496,2-1340
497,8-3343
498,1-9994
499,3-4420
500,6-7867
501,1-3114
502,5-8366
503,4-8998
504,1-3269
505,1-9854
506,7-3460
507,1-2284
508,7-4435
509,8-1520
510,7-0849
511,7-6270
512,6-0077
513,1-4546
514,5-4251
515,8-0944
516,4-6442
517,8-5150
518,7-2191
519,4-6570
520,2-2559
521,8-0422
522,8-5821
523,1-0780
524,4-5889
525,3-0806
526,6-3853
527,1-9227
528,5-0741
529,7-0528
530,3-5275
531,8-4118
532,8-8292
533,6-6086
534,6-9196
535,1-6911
536,7-1361
537,1-1179
538,7-8667
539,6-7833
540,2-7482
541,8-3108
542,8-5404
543,6-3717
544,4-7557
545,4-5979
546,8-8394
547,1-9001
548,1-5944
549,7-8400
550,7-3062
551,2-2790
552,3-2769
553,5-3205
554,7-7666
555,2-2594
556,4-3896
557,1-0932
558,7-9253
559,6-6425
560,4-5791
561,6-6430
562,8-7911
563,6-3222
564,5-8313
565,6-5815
566,3-8565
567,5-2728
568,6-9059
569,6-0748
570,4-8381
571,5-3199
572,5-5418
573,5-9945
574,2-0657
575,3-7959
576,1-0698
577,4-7681
578,7-9089
579,7-1616
580,1-5736
581,5-7675
582,3-9084
583,6-8579
584,5-6784
585,8-7590
586,8-7486
587,1-3021
588,2-4047
589,8-5478
590,8-8427
591,6-9579
592,6-8546
593,3-9542
594,2-8779
595,3-4315
596,5-8887
597,1-6343
598,2-4861
599,2-6344
600,1-9112
601,6-6151
602,8-1838
603,7-5235
604,1-3824
605,1-5946
606,1-9892
607,3-3535
608,1-0517
609,8-7041
610,5-8926
611,4-7989
612,3-9634
613,4-3854
614,1-4830
615,5-3477
616,2-4285
617,7-8844
618,5-7905
619,7-2263
620,8-1806
621,5-6744
622,5-0905
623,6-1134
624,4-1051
625,7-7731
626,2-4850
627,7-6978
628,2-9286
629,5-5664
630,3-9099
631,4-8965
632,3-7100
633,4-5291
634,1-8508
635,1-8635
636,3-5690
637,3-6989
638,7-9978
639,7-5621
640,4-2352
641,3-4285
642,6-3253
643,8-5152
644,4-4999
645,4-0786
646,1-6288
647,1-1645
648,5-9831
649,5-1095
650,3-6790
651,1-5914
652,2-7894
653,3-8205
654,8-9996
655,1-4135
656,3-6853
657,5-7143
658,6-3687
659,6-2129
660,2-1863
661,1-2370
662,5-4405
663,7-5762
664,8-2440
665,6-2191
666,7-5452
667,5-5090
668,2-6387
669,1-7274
670,2-0684
671,1-5404
672,1-6114
673,8-7425
674,3-3333
675,5-0981
676,5-6029
677,3-7133
678,7-9129
679,3-2316
680,4-0368
681,1-9190
682,1-7878
683,6-7354
684,3-9121
685,3-8288
686,6-8268
687,5-2709
688,7-5866
689,8-1112
690,7-6712
691,5-3903
692,6-6902
693,8-9090
694,7-6469
695,6-0465
696,3-7081
697,1-0203
698,4-4567
699,5-0444
700,6-6033
701,5-0861
702,1-0621
703,6-9273
704,7-1711
705,3-4060
706,2-5499
707,7-4368
708,4-0580
709,7-0020
710,7-2356
711,3-6035
712,8-9742
713,3-9396
714,1-9158
715,4-8060
716,6-1658
717,8-3070
718,3-1672
719,3-7325
720,8-8147
721,5-2377
722,7-1606
723,7-7246
724,8-0798
725,8-2051
726,8-2364
727,4-5477
728,6-3387
729,7-5749
730,8-5713
731,3-3607
732,5-4569
733,6-1767
734,3-0132
735,5-7291
736,6-7716
737,8-4014
738,8-0054
739,3-6340
740,6-3382
741,8-2306
742,8-6925
743,6-1696
744,8-4434
745,7-2583
746,1-2662
747,6-1306
748,6-2238
749,6-1568
750,7-2117
751,1-5052
752,5-8291
753,5-6496
754,5-7795
755,4-9257
756,1-5834
757,4-8273
758,5-1051
759,1-0158
760,3-4303
761,2-3887
762,4-8061
763,3-9104
764,6-2929
765,1-7511
766,6-1118
767,5-4259
768,1-3752
769,7-0297
770,5-4929
771,5-8292
772,7-9427
773,2-1981
774,3-6588
775,1-7783
776,5-1997
777,8-6369
778,4-2692
779,3-5773
780,6-5339
781,2-6488
782,8-5721
783,4-0695
784,7-3458
785,7-0154
786,1-5101
787,8-4810
788,8-8799
789,8-2970
790,2-1879
791,7-8488
792,3-8062
793,5-8973
794,7-8608
795,5-7168
796,5-5986
797,1-9624
798,5-2105
799,3-6455
800,4-8859
801,8-0475
802,1-0887
803,8-7659
804,3-3025
805,4-2963
806,4-6487
807,1-5842
808,4-0182
809,1-9476
810,8-3203
811,5-3489
812,6-5093
813,3-8772
814,7-3121
815,1-1415
816,4-3940
817,1-2873
818,2-4979
819,1-8323
820,6-3577
821,6-0237
822,7-5590
823,5-0693
824,5-1571
825,2-7878
826,2-2942
827,6-3342
828,7-2794
829,5-8277
830,6-4989
831,3-0981
832,3-1580
833,8-6034
834,8-0940
835,4-5644
836,4-4051
837,6-7147
838,1-1949
839,6-6207
840,7-7933
841,8-8953
842,4-9249
843,4-9275
844,2-2251
845,3-8681
846,5-9334
847,5-7867
848,7-7904
849,7-8625
850,8-0344
851,8-5061
852,3-5635
853,4-4453
854,6-1650
855,3-7509
856,3-7185
857,6-7124
858,4-9174
859,3-5687
860,7-3677
861,6-3427
862,5-1139
863,8-2570
864,5-0641
865,4-5379
866,5-2689
867,2-8348
868,8-7055
869,3-3188
870,4-2858
871,3-6724
872,4-4492
873,6-8022
874,8-8979
875,1-0448
876,5-6071
877,6-7480
878,7-6788
879,5-3485
880,5-9787
881,1-8674
882,5-9299
883,1-2565
884,7-2257
885,1-0946
886,5-6644
887,3-4260
888,2-5551
889,2-4650
890,3-8761
891,3-3321
892,5-9055
893,2-6277
894,4-4766
895,3-5651
896,8-8984
897,3-4405
898,7-5193
899,7-4633
900,4-8190
901,7-7749
902,4-8051
903,3-4473
904,6-9782
905,8-2914
906,4-6064
907,5-2999
908,1-6073
909,2-1544
910,6-1910
911,5-9034
912,6-0021
913,1-2852
914,5-8454
915,6-3869
916,2-7244
917,2-0992
918,6-3488
919,6-9231
920,7-7041
921,6-7412
922,8-4356
923,3-0475
924,2-2248
925,1-2316
926,8-9473
927,7-3090
928,6-5955
929,2-6570
930,2-5454
931,5-5367
932,5-7748
933,5-1760
934,1-9759
935,8-4456
936,7-0185
937,8-8680
938,1-5295
939,7-1733
940,8-3595
941,2-3794
942,7-8433
943,8-0275
944,8-7680
945,4-7077
946,7-5195
947,2-2385
948,3-7379
949,8-4946
950,5-0572
951,8-7446
952,2-1347
953,6-1972
954,1-7163
955,5-7465
956,5-1062
957,6-6913
958,8-5860
959,6-5439
960,4-8983
961,7-0400
962,3-6906
963,5-0746
964,1-8593
965,6-4442
966,7-4769
967,1-3228
968,2-1161
969,4-0079
970,1-2836
971,4-9999
972,7-7158
973,3-8343
974,1-9237
975,5-9497
976,1-1215
977,1-5299
978,7-4063
979,5-1361
980,5-5008
981,6-7373
982,1-6629
983,4-1562
984,6-0139
985,4-9641
986,6-0190
987,7-4125
988,8-1342
989,3-4867
990,2-1867
991,5-5171
992,3-6662
993,4-4974
994,6-8332
995,7-4619
996,8-6753
997,8-3460
998,2-6373
999,3-7410
1000,3-5149
1001,1-3314
1002,8-2299
1003,8-6823
1004,1-5455
1005,2-5284
1006,3-9706
1007,6-1721
1008,1-8430
1009,8-3033
1010,8-4343
1011,8-5582
1012,8-0700
1013,4-0784
1014,5-7229
1015,7-8794
1016,7-8025
1017,3-2442
1018,7-3353
1019,1-6806
1020,7-5538
1021,5-3383
1022,5-1457
1023,8-2503
1024,5-6488
1025,8-3183
1026,8-6776
1027,8-0735
1028,5-7194
1029,1-8828
1030,6-0767
1031,8-0842
1032,3-7030
1033,3-8110
1034,6-7812
1035,1-2640
1036,3-0640
1037,6-3215
1038,1-3038
1039,3-2382
1040,8-8709
1041,7-1121
1042,3-8226
1043,7-2185
1044,6-1419
1045,4-1855
1046,3-6959
1047,5-0166
1048,8-2740
1049,5-9349
1050,5-8792
1051,1-7625
1052,3-2305
1053,1-5635
1054,7-6489
1055,1-3660
1056,3-0821
1057,1-0236
1058,8-6995
1059,1-8558
1060,3-6562
1061,1-3348
1062,8-0790
1063,5-4826
1064,4-5781
1065,8-5383
1066,8-8885
1067,5-3787
1068,3-1342
1069,8-7655
1070,6-3660
1071,4-3673
1072,5-5902
1073,6-4500
1074,8-5971
1075,8-9114
1076,3-2945
1077,5-4212
1078,7-1951
1079,6-3451
1080,8-3478
1081,6-1803
1082,3-3063
1083,3-9286
1084,5-7578
1085,4-8474
1086,5-8374
1087,4-1992
1088,1-3497
1089,7-5562
1090,7-5932
1091,4-9102
1092,1-5038
1093,7-8487
1094,7-7003
1095,7-0121
1096,7-5494
1097,8-8778
1098,1-2212
1099,2-8871
1100,8-6590
1101,6-5845
1102,5-9703
1103,1-4718
1104,1-8855
1105,5-3445
1106,8-3809
1107,4-1368
1108,7-5903
1109,3-3706
1110,1-0449
1111,5-2042
1112,1-6124
1113,3-0082
1114,1-2613
1115,6-9722
1116,5-7600
1117,1-6465
1118,5-9697
1119,2-7559
1120,8-9538
1121,7-6799
1122,6-9718
1123,5-4854
1124,1-9972
1125,1-6053
1126,4-8040
1127,4-7447
1128,3-7811
1129,5-0135
1130,5-3867
1131,5-9611
1132,1-3154
1133,6-9127
1134,1-0793
1135,6-6522
1136,4-7472
1137,1-1261
1138,3-6152
1139,6-1467
1140,7-4870
1141,7-9046
1142,6-9131
1143,5-0996
1144,3-1093
1145,2-0381
1146,5-9553
1147,8-9073
1148,7-7761
1149,6-7721
1150,3-1245
1151,6-4359
1152,3-7324
1153,4-3447
1154,3-5931
1155,8-4886
1156,3-0523
1157,8-7539
1158,5-4608
1159,7-4937
1160,4-9884
1161,1-7106
1162,3-4064
1163,2-4995
1164,7-0633
1165,1-2307
1166,1-0486
1167,4-8744
1168,8-9778
1169,4-2991
1170,6-0764
1171,7-3777
1172,1-3659
1173,8-4472
1174,3-8546
1175,2-1987
1176,4-5072
1177,8-0600
1178,6-3213
1179,3-5426
1180,1-1931
1181,2-9870
1182,4-4783
1183,4-6784
1184,1-0611
1185,5-2608
1186,1-5151
1187,7-7913
1188,5-3411
1189,3-6416
1190,6-2623
1191,8-3222
1192,8-1324
1193,5-8307
1194,5-0243
1195,1-2346
1196,6-8555
1197,6-5146
1198,3-0566
1199,5-4210
1200,8-2526
1201,4-0599
1202,1-0570
1203,5-7885
1204,6-4056
1205,8-8345
1206,1-5234
1207,5-3063
1208,2-7246
1209,5-8953
1210,2-4092
1211,8-9837
1212,7-7197
1213,8-6477
1214,8-5933
1215,6-8829
1216,5-8818
1217,7-0977
1218,3-9775
1219,2-8444
1220,2-0157
1221,3-2364
1222,7-3255
1223,5-7569
1224,5-8352
1225,5-4921
1226,7-2574
1227,3-0102
1228,5-8833
1229,3-3927
1230,2-3139
1231,8-5903
1232,1-5631
1233,3-5218
1234,7-1997
1235,4-6788
1236,1-4221
1237,5-7527
1238,3-2419
1239,5-7080
1240,7-9922
1241,6-6893
1242,7-5174
1243,5-1546
1244,5-0942
1245,8-6181
1246,1-0680
1247,8-8003
1248,5-1175
1249,5-8669
1250,8-3482
1251,4-9471
1252,1-5321
1253,1-6620
1254,3-4478
1255,2-2782
1256,1-9107
1257,4-4900
1258,6-1117
1259,4-9147
1260,3-8698
1261,2-4541
1262,5-1807
1263,4-9265
1264,4-2784
1265,3-9737
1266,7-6063
1267,2-2869
1268,3-9924
1269,7-3787
1270,7-2975
1271,5-5490
1272,6-6087
1273,1-8653
1274,7-9361
1275,7-0628
1276,7-0662
1277,8-9305
1278,3-1764
1279,3-4798
1280,3-6587
1281,2-0779
1282,6-4432
1283,3-5081
1284,3-0312
1285,5-4351
1286,8-2044
1287,3-7864
1288,7-4792
1289,7-6038
1290,3-4612
1291,3-3111
1292,6-7198
1293,6-1752
1294,8-7260
1295,3-6671
1296,8-6170
1297,3-2599
1298,3-7858
1299,8-2666
1300,2-9866
1301,4-4285
1302,3-9972
1303,3-7098
1304,8-9387
1305,6-8852
1306,8-4393
1307,6-3191
1308,2-4666
1309,3-1996
1310,6-4297
1311,5-2455
1312,1-9142
1313,6-6240
1314,3-2942
1315,7-4882
1316,3-5830
1317,2-6586
1318,3-2052
1319,3-6582
1320,1-6229
1321,2-7941
1322,2-6046
1323,5-6406
1324,4-9317
1325,6-3750
1326,1-6159
1327,7-6140
1328,2-9893
1329,2-1854
1330,1-7321
1331,1-5739
1332,3-8173
1333,5-7664
1334,6-7289
1335,6-2118
1336,1-9438
1337,7-4818
1338,3-7151
1339,1-5886
1340,3-7833
1341,6-8598
1342,2-9639
1343,3-2131
1344,4-6572
1345,6-9845
1346,3-0074
1347,7-0855
1348,3-5658
1349,5-8106
1350,4-0850
1351,4-1448
1352,1-9092
1353,4-2782
1354,1-1583
1355,6-9308
1356,7-3170
1357,1-5651
1358,3-1287
1359,1-6923
1360,1-6838
1361,7-0723
1362,8-4345
1363,1-5293
1364,8-8327
1365,7-5121
1366,8-4389
1367,5-1195
1368,6-6890
1369,5-5363
1370,8-0979
1371,4-1281
1372,3-0569
1373,8-9441
1374,7-2462
1375,8-5118
1376,2-4440
1377,8-8081
1378,1-3270
1379,1-6761
1380,2-8386
1381,1-5658
1382,3-3505
1383,2-8199
1384,1-9652
1385,8-6295
1386,8-9273
1387,5-7634
1388,3-4370
1389,7-5540
1390,4-2442
1391,5-6785
1392,3-0764
1393,8-0596
1394,5-2426
1395,2-3190
1396,7-0612
1397,7-9291
1398,2-4899
1399,1-4762
1400,6-1951
1401,6-6708
1402,7-4555
1403,2-5844
1404,8-2245
1405,1-4289
1406,5-0055
1407,8-0736
1408,2-2075
1409,6-4859
1410,1-2771
1411,5-0092
1412,7-0935
1413,8-6379
1414,3-0961
1415,8-7726
1416,8-4417
1417,5-3387
1418,7-1928
1419,4-4068
1420,6-9685
1421,1-9600
1422,1-1280
1423,1-3301
1424,7-9841
1425,5-9559
1426,1-0943
1427,7-3728
1428,7-4203
1429,7-9893
1430,6-5422
1431,2-7245
1432,6-9667
1433,7-8486
1434,8-3453
1435,6-3361
1436,3-3054
1437,3-4044
1438,7-4722
1439,5-9671
1440,3-8032
1441,7-7149
1442,3-0862
1443,5-2348
1444,1-6560
1445,4-9412
1446,6-9447
1447,8-3192
1448,7-4934
1449,7-6704
1450,2-9148
1451,7-7895
1452,7-0834
1453,8-9773
1454,4-8993
1455,7-5412
1456,5-4302
1457,1-6227
1458,6-2384
1459,8-7285
1460,2-7644
1461,4-7700
1462,4-1090
1463,6-8812
1464,1-3814
1465,4-1148
1466,3-9320
1467,3-6591
1468,7-5873
1469,5-6726
1470,2-6381
1471,3-4264
1472,7-6121
1473,6-1051
1474,8-2524
1475,3-5881
1476,7-7398
1477,4-1747
1478,3-2317
1479,2-2647
1480,7-4214
1481,6-1480
1482,6-3407
1483,5-0902
1484,4-2190
1485,8-2253
1486,8-2338
1487,3-7720
1488,1-1619
1489,4-8545
1490,5-4964
1491,6-0399
1492,1-0908
1493,8-8453
1494,8-5692
1495,8-8748
1496,1-4271
1497,5-7895
1498,6-5423
1499,7-9792
1500,6-6842
1501,6-4973
1502,8-8519
1503,8-5441
1504,4-3782
1505,6-7157
1506,2-0888
1507,7-3760
1508,5-0387
1509,8-4640
1510,5-8617
1511,3-0360
1512,1-0660
1513,8-9057
1514,1-2603
1515,1-5701
1516,8-4398
1517,8-3055
1518,1-9884
1519,6-3622
1520,5-6971
1521,5-7399
1522,6-7555
1523,5-5901
1524,4-8996
1525,8-3412
1526,4-2969
1527,6-1476
1528,8-6822
1529,6-4639
1530,6-7878
1531,8-2374
1532,3-4972
1533,8-0868
1534,8-3408
1535,4-3056
1536,6-8447
1537,1-0434
1538,8-8795
1539,7-1398
1540,6-1440
1541,6-4838
1542,7-0017
1543,2-7542
1544,6-5402
1545,1-6944
1546,3-2884
1547,4-6774
1548,5-8331
1549,1-7958
1550,6-0660
1551,1-4363
1552,1-8808
1553,7-9310
1554,7-8924
1555,3-2548
1556,5-6875
1557,2-6980
1558,6-3762
1559,7-9543
1560,5-1105
1561,3-5567
1562,3-1806
1563,7-2899
1564,8-7621
1565,1-9053
1566,4-2181
1567,4-6146
1568,2-7987
1569,4-2457
1570,8-4415
1571,3-2275
1572,2-8168
1573,8-7050
1574,1-4596
1575,1-5045
1576,6-4938
1577,1-1778
1578,8-7687
1579,6-5595
1580,8-6699
1581,5-3382
1582,5-7671
1583,8-5613
1584,6-9215
1585,7-2300
1586,6-3485
1587,5-7119
1588,5-9763
1589,2-2944
1590,1-1835
1591,8-7574
1592,3-1823
1593,1-7641
1594,6-7184
1595,6-8486
1596,5-7582
1597,3-5638
1598,6-6633
1599,7-0042
1600,5-1808
1601,8-1107
1602,3-4491
1603,1-6720
1604,4-2380
1605,7-0372
1606,1-2724
1607,6-7116
1608,5-7613
1609,1-9426
1610,2-7168
1611,8-5012
1612,5-5895
1613,2-9851
1614,8-0728
1615,5-8020
1616,3-3158
1617,8-5016
1618,8-8119
1619,1-2073
1620,2-1988
1621,6-3225
1622,7-3454
1623,7-9537
1624,7-6002
1625,7-6096
1626,7-4960
1627,4-5944
1628,6-6076
1629,8-1700
1630,6-0578
1631,8-2549
1632,2-7445
1633,7-6512
1634,8-2324
1635,7-7225
1636,1-0850
1637,3-2291
1638,3-0251
1639,1-1090
1640,6-5724
1641,7-8925
1642,4-2086
1643,7-6224
1644,5-7599
1645,3-7755
1646,5-0545
1647,3-9834
1648,7-5522
1649,3-9973
1650,3-7064
1651,3-9078
1652,3-2424
1653,6-2554
1654,3-5055
1655,8-4776
1656,2-6956
1657,8-2337
1658,1-5797
1659,6-0857
1660,3-7582
1661,3-8986
1662,7-1323
1663,7-0655
1664,1-6072
1665,7-9040
1666,5-2382
1667,7-2866
1668,6-9274
1669,6-6055
1670,6-4558
1671,4-7355
1672,6-1021
1673,3-8434
1674,8-2925
1675,5-6910
1676,6-7114
1677,3-5315
1678,2-0875
1679,7-5660
1680,7-1990
1681,5-6086
1682,2-5040
1683,4-1774
1684,5-4958
1685,3-9306
1686,2-8151
1687,8-8331
1688,3-9540
1689,2-3749
1690,2-3867
1691,5-4505
1692,8-0761
1693,2-3299
1694,3-6083
1695,4-3958
1696,4-2981
1697,3-1340
1698,6-4829
1699,4-7343
1700,3-3461
1701,5-4981
1702,1-3184
1703,5-9342
1704,6-3706
1705,7-2229
1706,5-4629
1707,6-1919
1708,7-1241
1709,2-9269
1710,1-9422
1711,1-2644
1712,4-3259
1713,3-0262
1714,6-1551
1715,8-5176
1716,3-5999
1717,3-5662
1718,7-9880
1719,8-3923
1720,4-8597
1721,6-8558
1722,6-8130
1723,4-4800
1724,4-3849
1725,3-8020
1726,6-9216
1727,6-3196
1728,8-0928
1729,8-4889
1730,6-0724
1731,2-4659
1732,8-2096
1733,6-2980
1734,1-7228
1735,6-9731
1736,3-1264
1737,7-6442
1738,4-9499
1739,3-7173
1740,5-5981
1741,1-2515
1742,5-8984
1743,1-2715
1744,5-5142
1745,6-2463
1746,7-0961
1747,6-6901
1748,6-3038
1749,2-4082
1750,4-8186
1751,5-1927
1752,3-3751
1753,6-4871
1754,1-8187
1755,7-7450
1756,4-8767
1757,2-8295
1758,7-3187
1759,2-3551
1760,6-4548
1761,8-6081
1762,3-4582
1763,6-7744
1764,4-1379
1765,7-7067
1766,4-0943
1767,7-2406
1768,3-2823
1769,7-1106
1770,7-9718
1771,4-3957
1772,5-0915
1773,6-3980
1774,6-7964
1775,5-4771
1776,3-2383
1777,8-8104
1778,6-6043
1779,2-3344
1780,7-6565
1781,2-6654
1782,1-2582
1783,6-0281
1784,5-2509
1785,8-3973
1786,3-6146
1787,7-7312
1788,3-7056
1789,6-3235
1790,8-1984
1791,8-1179
1792,7-2830
1793,8-7177
1794,7-9967
1795,3-8277
1796,1-5668
1797,5-7307
1798,1-0190
1799,7-8154
1800,7-5333
1801,6-8949
1802,1-6958
1803,2-9946
1804,1-4507
1805,1-6337
1806,6-0138
1807,7-9355
1808,1-5813
1809,3-3524
1810,7-6640
1811,5-1793
1812,3-0674
1813,8-4586
1814,1-4560
1815,2-9191
1816,2-0358
1817,4-3043
1818,7-8932
1819,8-4668
1820,8-3139
1821,1-9113
1822,6-2702
1823,2-1444
1824,3-9863
1825,3-4557
1826,5-8390
1827,2-4373
1828,3-7019
1829,7-2718
1830,2-5461
1831,5-8639
1832,6-4621
1833,2-4880
1834,8-2197
1835,1-1634
1836,5-2581
1837,6-0620
1838,3-3894
1839,3-8330
1840,5-8061
1841,6-7270
1842,5-8574
1843,4-0173
1844,8-2792
1845,3-4169
1846,7-0949
1847,4-0939
1848,2-2959
1849,2-7378
1850,8-4323
1851,1-9174
1852,5-8688
1853,8-6494
1854,5-3057
1855,1-7397
1856,6-1826
1857,2-8548
1858,7-2844
1859,2-6073
1860,8-4678
1861,5-8267
1862,1-9008
1863,6-8222
1864,6-5381
1865,7-8065
1866,1-9689
1867,1-5218
1868,7-0693
1869,3-6397
1870,5-4127
1871,1-7501
1872,4-3188
1873,7-5603
